Latitude	Longitude	Altitude	Time	Cond.1[mS/m]	Inph.1[ppt]	Cond.2[mS/m]	Inph.2[ppt]	Cond.3[mS/m]	Inph.3[ppt]	Inv.Cond.1[mS/m]	Inv.Cond.2[mS/m]	Inv.Thick[m]	Inv.RMS[%]	Note
5224.458562N	00220.705275W	29.40	09:59:43.56	4.97	2.37	8.35	3.26	13.58	7.85	0.80	30.22	4.3	3.5
5224.459014N	00220.704836W	29.47	09:59:44.61	5.21	2.36	9.26	3.27	16.48	8.12	0.39	78.55	6.5	3.3
5224.459456N	00220.704521W	29.51	09:59:45.51	4.82	2.37	8.01	3.37	14.61	8.75	0.35	69.64	6.5	6.1
5224.459934N	00220.704229W	29.54	09:59:46.55	5.25	2.38	8.85	3.34	15.48	8.70	1.19	61.40	6.1	6.6
5224.460300N	00220.703854W	29.56	09:59:47.61	5.46	2.38	9.33	3.48	16.83	9.18	0.40	80.22	6.5	4.3
5224.460729N	00220.703561W	29.60	09:59:48.51	5.53	2.40	9.51	3.60	17.65	10.28	0.42	84.13	6.5	5.2
5224.461200N	00220.703296W	29.61	09:59:49.56	5.96	2.40	10.15	3.69	18.32	10.39	0.43	87.32	6.5	4.9
5224.461696N	00220.703024W	29.68	09:59:50.61	6.12	2.41	11.11	3.66	21.68	10.54	0.46	108.46	6.3	8.3
5224.462122N	00220.702670W	29.69	09:59:51.51	6.25	2.46	11.24	4.09	22.09	12.86	0.46	110.51	6.3	7.9
5224.462586N	00220.702403W	29.73	09:59:52.56	6.16	2.46	10.73	4.04	19.24	11.70	0.46	91.71	6.5	4.4
5224.463030N	00220.702182W	29.75	09:59:53.61	6.21	2.50	11.67	4.50	23.02	14.58	0.48	115.16	6.3	9.1
5224.463449N	00220.701835W	29.82	09:59:54.50	6.73	2.49	12.59	4.40	25.90	14.47	0.44	126.31	6.5	10.6
5224.463923N	00220.701467W	29.83	09:59:55.56	7.00	2.50	13.33	4.39	26.68	13.96	0.45	130.11	6.5	10.1
5224.464416N	00220.701177W	29.90	09:59:56.61	7.63	2.54	14.98	4.71	27.16	14.12	0.57	130.40	6.1	6.6
5224.464886N	00220.700860W	29.91	09:59:57.51	7.72	2.55	15.08	4.77	25.43	12.98	0.53	133.42	6.2	6.5
5224.465344N	00220.700349W	29.92	09:59:58.56	7.91	2.62	15.45	5.28	17.35	8.25	1.85	21.29	1.8	8.8
5224.465821N	00220.700024W	29.92	09:59:59.61	8.53	2.62	15.47	4.94	4.37	0.25	16.68	0.51	2.3	37.4
5224.466279N	00220.699643W	29.94	10:00:00.51	10.22	2.70	15.48	4.96	-10.34	-7.79	-1.00	-1.00	-1.0	-1.0
5224.466755N	00220.699096W	29.98	10:00:01.55	10.64	2.71	10.62	3.72	-24.67	-13.18	-1.00	-1.00	-1.0	-1.0
5224.467256N	00220.698676W	29.99	10:00:02.61	9.28	2.65	1.57	1.32	-23.52	-15.74	-1.00	-1.00	-1.0	-1.0
5224.467779N	00220.698199W	30.01	10:00:03.51	7.61	2.48	-10.51	-1.63	-25.85	-16.11	-1.00	-1.00	-1.0	-1.0
5224.468263N	00220.697727W	29.95	10:00:04.56	2.64	2.11	-12.95	-2.05	-19.00	-11.90	-1.00	-1.00	-1.0	-1.0
5224.468727N	00220.697271W	29.94	10:00:05.61	0.19	1.95	-8.76	-0.80	-10.67	-6.26	-1.00	-1.00	-1.0	-1.0
5224.469134N	00220.696762W	29.97	10:00:06.51	3.94	2.25	4.36	2.12	7.68	3.33	2.09	49.79	10.4	9.2
5224.469536N	00220.696211W	30.00	10:00:07.56	11.16	2.84	17.65	5.71	25.87	14.80	3.91	45.64	3.2	3.0
5224.469912N	00220.695744W	30.01	10:00:08.61	13.73	3.03	22.75	6.83	33.03	18.10	1.87	61.83	2.9	3.4
5224.470357N	00220.695135W	30.00	10:00:09.50	14.69	3.12	23.97	7.33	35.74	19.96	2.02	66.91	2.9	4.2
5224.470822N	00220.694605W	29.99	10:00:10.55	15.51	3.19	24.58	7.44	35.58	19.57	5.29	72.75	3.4	2.1
5224.471322N	00220.694131W	29.92	10:00:11.61	17.35	3.72	24.44	8.10	33.81	18.67	8.55	102.34	4.8	2.4
5224.471777N	00220.693664W	29.92	10:00:12.51	32.49	6.53	29.97	10.71	33.02	17.36	51.69	29.38	0.4	4.2
5224.472069N	00220.693287W	29.97	10:00:13.56	80.77	13.64	41.03	13.51	32.48	13.09	510.01	23.10	0.4	2.6
5224.472324N	00220.693119W	29.99	10:00:14.61	167.20	24.56	54.11	15.13	34.35	10.84	1247.23	15.33	0.4	8.1
5224.472446N	00220.693101W	29.99	10:00:15.50	279.48	40.26	72.28	23.73	40.27	19.74	1793.57	11.75	0.4	12.8
5224.472518N	00220.693116W	30.01	10:00:16.55	360.45	52.27	94.11	34.57	50.74	30.66	1413.44	12.41	0.6	14.1
5224.472440N	00220.693206W	29.97	10:00:17.61	250.49	36.73	88.27	36.48	54.31	40.15	1330.22	30.92	0.5	7.8
5224.472333N	00220.693368W	29.96	10:00:18.51	604.22	97.01	165.48	83.21	83.58	77.70	1809.70	121.66	0.6	13.8
5224.472265N	00220.693549W	29.95	10:00:19.56	665.96	103.73	205.57	99.08	98.48	89.69	2132.32	143.35	0.6	15.1
5224.472143N	00220.693816W	29.94	10:00:20.61	489.51	75.19	170.67	79.20	90.66	78.56	1822.40	98.47	0.6	13.3
5224.472057N	00220.693839W	29.93	10:00:21.51	366.73	48.67	137.33	54.80	80.76	60.71	1397.77	82.25	0.6	7.1
5224.472201N	00220.693552W	29.93	10:00:22.56	238.14	36.07	100.57	42.91	64.70	48.32	1112.09	50.65	0.5	4.1
5224.472345N	00220.693254W	29.94	10:00:23.46	52.16	8.34	36.56	13.45	37.16	22.58	217.87	31.52	0.4	3.3
5224.472450N	00220.693416W	29.96	10:00:24.51	21.77	4.79	25.79	9.76	33.04	17.32	13.96	49.66	3.1	3.1
5224.472545N	00220.693344W	29.97	10:00:25.56	19.02	4.66	26.18	10.00	30.32	12.94	3.25	32.67	1.1	2.9
5224.472573N	00220.693463W	29.97	10:00:26.46	19.51	4.85	25.35	9.93	27.89	11.89	9.61	27.88	1.1	1.9
5224.472524N	00220.692892W	29.99	10:00:27.51	19.53	5.38	24.79	10.44	28.43	14.55	9.79	28.42	1.1	2.8
5224.472481N	00220.692498W	29.96	10:00:28.56	24.54	7.36	25.18	11.74	28.62	15.13	23.68	28.01	3.3	4.8
5224.472458N	00220.691949W	29.93	10:00:29.46	39.47	12.19	27.66	16.10	27.99	17.73	173.77	22.93	0.4	3.3
5224.472415N	00220.691245W	29.91	10:00:30.51	56.18	16.21	32.46	20.99	29.39	18.54	378.31	22.83	0.3	5.8
5224.472445N	00220.690499W	29.95	10:00:31.56	55.64	13.78	29.90	15.43	25.38	13.12	623.44	18.44	0.3	6.6
5224.472503N	00220.690187W	29.98	10:00:32.46	52.28	13.64	27.92	12.66	23.17	6.94	183.26	15.77	0.6	2.9
5224.472496N	00220.690159W	29.99	10:00:33.51	32.47	8.99	23.57	12.28	19.09	8.86	55.23	11.20	1.2	2.8
5224.472583N	00220.690274W	30.02	10:00:34.56	22.56	6.49	24.85	12.95	22.38	8.50	23.22	18.61	4.4	5.0
5224.472565N	00220.690238W	30.02	10:00:35.46	15.80	4.62	25.36	13.72	28.35	19.14	1.91	30.96	1.2	4.4
5224.472574N	00220.690299W	29.99	10:00:36.51	16.49	4.42	30.42	16.62	43.32	34.27	2.47	97.93	3.2	3.5
5224.472614N	00220.690325W	30.00	10:00:37.56	17.21	4.64	33.16	18.60	47.50	37.03	1.20	126.41	3.5	4.1
5224.472629N	00220.690308W	29.99	10:00:38.46	18.50	4.98	32.27	17.77	42.45	30.41	1.52	63.02	2.0	5.1
5224.472482N	00220.690420W	29.95	10:00:39.50	11.94	3.62	22.02	10.96	28.51	17.05	0.72	39.40	2.1	8.5
5224.472088N	00220.690706W	29.94	10:00:40.56	7.62	2.77	14.79	6.66	24.28	15.30	0.41	110.66	5.6	3.7
5224.471591N	00220.691002W	29.89	10:00:41.46	6.66	2.53	12.25	4.74	21.96	12.71	0.46	115.21	6.2	5.3
5224.471129N	00220.691404W	29.87	10:00:42.50	5.84	2.49	10.57	4.37	19.64	12.49	0.35	103.04	6.7	8.0
5224.470702N	00220.691864W	29.86	10:00:43.56	6.11	2.46	10.64	4.11	19.76	11.81	0.47	94.18	6.5	6.2
5224.470240N	00220.692164W	29.80	10:00:44.46	6.13	2.45	11.00	4.03	20.64	11.81	0.43	99.10	6.1	9.4
5224.469773N	00220.692474W	29.83	10:00:45.51	6.27	2.47	11.04	4.15	21.11	12.70	0.44	105.61	6.3	10.7
5224.469450N	00220.692879W	29.81	10:00:46.56	6.23	2.49	11.41	4.37	22.39	13.75	0.47	112.01	6.3	8.4
5224.469133N	00220.693222W	29.74	10:00:47.46	6.66	2.49	11.98	4.38	22.96	14.18	0.48	114.86	6.3	9.3
5224.468934N	00220.693346W	29.82	10:00:48.51	7.07	2.51	13.04	4.49	26.07	14.42	0.55	130.42	6.3	9.0
5224.468692N	00220.693564W	29.78	10:00:49.56	6.97	2.51	12.93	4.62	25.87	15.25	0.54	129.42	6.3	9.3
5224.468342N	00220.693918W	29.78	10:00:50.45	6.95	2.53	12.91	4.65	26.14	15.25	0.44	127.48	6.5	10.8
5224.467975N	00220.694310W	29.67	10:00:51.51	7.16	2.57	13.59	5.04	26.85	17.30	0.45	130.94	6.5	10.8
5224.467613N	00220.694707W	29.61	10:00:52.56	7.74	2.59	14.72	5.19	27.77	16.53	0.58	138.93	6.3	10.1
5224.467257N	00220.694917W	29.58	10:00:53.46	8.07	2.60	15.64	5.30	25.36	14.43	0.43	115.58	5.6	3.3
5224.466907N	00220.695108W	29.56	10:00:54.50	8.49	2.62	15.86	5.38	20.74	11.78	0.52	28.66	2.1	8.0
5224.466601N	00220.695472W	29.58	10:00:55.55	9.07	2.67	17.35	5.75	16.54	8.64	2.84	18.24	1.3	10.5
5224.466203N	00220.695836W	29.51	10:00:56.46	9.67	2.71	16.50	5.44	1.33	-1.02	-1.00	-1.00	-1.0	-1.0
5224.465811N	00220.696200W	29.50	10:00:57.51	10.19	2.73	15.26	5.09	-9.65	-7.60	-1.00	-1.00	-1.0	-1.0
5224.465422N	00220.696536W	29.52	10:00:58.56	11.55	2.83	14.21	4.84	-19.28	-12.96	-1.00	-1.00	-1.0	-1.0
5224.465026N	00220.696900W	29.53	10:00:59.45	12.37	2.86	8.25	3.15	-30.51	-17.38	-1.00	-1.00	-1.0	-1.0
5224.464555N	00220.697328W	29.53	10:01:00.50	12.15	2.84	-2.54	0.39	-31.82	-18.84	-1.00	-1.00	-1.0	-1.0
5224.464061N	00220.697646W	29.44	10:01:01.56	10.81	2.70	-8.88	-1.13	-27.36	-15.70	-1.00	-1.00	-1.0	-1.0
5224.463504N	00220.698015W	29.44	10:01:02.46	9.11	2.62	-12.44	-1.96	-27.17	-15.19	-1.00	-1.00	-1.0	-1.0
5224.462975N	00220.698277W	29.39	10:01:03.51	5.66	2.34	-13.75	-2.43	-23.27	-13.88	-1.00	-1.00	-1.0	-1.0
5224.462434N	00220.698463W	29.40	10:01:04.56	3.06	2.15	-14.08	-2.58	-21.13	-13.37	-1.00	-1.00	-1.0	-1.0
5224.461964N	00220.698653W	29.32	10:01:05.46	1.57	2.03	-12.61	-1.98	-17.85	-10.69	-1.00	-1.00	-1.0	-1.0
5224.461461N	00220.698927W	29.29	10:01:06.51	0.64	1.98	-11.95	-1.38	-16.43	-8.36	-1.00	-1.00	-1.0	-1.0
5224.460917N	00220.699162W	29.25	10:01:07.55	-0.17	1.90	-8.30	-1.09	-10.59	-7.36	-1.00	-1.00	-1.0	-1.0
5224.460344N	00220.699380W	29.32	10:01:08.46	-0.63	1.89	-8.76	-0.79	-11.43	-5.97	-1.00	-1.00	-1.0	-1.0
5224.459925N	00220.699748W	29.31	10:01:09.50	1.48	2.01	-0.78	0.76	-0.39	-1.13	-1.00	-1.00	-1.0	-1.0
5224.459562N	00220.700078W	29.34	10:01:10.56	3.91	2.25	4.99	2.48	7.15	4.06	2.74	64.35	13.3	3.8
5224.459246N	00220.700257W	29.41	10:01:11.46	5.43	2.33	8.11	2.97	10.92	5.64	2.74	18.64	3.9	3.4
5224.459160N	00220.700392W	29.46	10:01:12.51	7.40	2.50	10.73	3.87	15.43	8.60	3.93	29.91	4.1	3.7
5224.458699N	00220.700617W	29.43	10:01:13.56	11.33	2.79	17.45	5.38	23.57	13.19	6.04	54.25	4.4	3.9
5224.458132N	00220.700964W	29.45	10:01:14.46	12.07	2.90	18.20	6.02	25.42	15.04	6.51	58.51	4.4	3.6
5224.457679N	00220.701260W	29.48	10:01:15.50	13.63	2.89	20.73	5.89	28.62	14.93	7.33	65.88	4.4	4.5
5224.457218N	00220.701550W	29.51	10:01:16.56	13.94	2.97	21.87	6.41	30.40	16.66	4.52	62.16	3.4	1.9
5224.457168N	00220.701488W	29.58	10:01:17.46	14.47	2.96	21.80	6.37	30.52	16.47	4.54	62.40	3.4	2.7
5224.457161N	00220.701525W	29.62	10:01:18.50	14.10	2.88	22.41	6.03	31.37	15.44	4.67	64.14	3.4	0.8
5224.457173N	00220.701523W	29.65	10:01:19.55	11.82	2.89	18.73	6.00	26.76	15.18	4.05	47.21	3.2	1.5
5224.457098N	00220.701626W	29.61	10:01:20.45	12.46	2.92	18.46	6.06	26.21	15.43	6.72	60.33	4.4	3.6
5224.456823N	00220.702122W	29.58	10:01:21.51	12.14	2.81	18.55	5.53	26.29	14.07	3.98	46.38	3.2	1.7
5224.456452N	00220.702613W	29.56	10:01:22.55	10.72	2.71	16.96	5.13	24.93	12.99	3.77	43.98	3.2	3.0
5224.455999N	00220.703012W	29.38	10:01:23.45	9.37	2.66	14.61	4.80	21.73	11.91	3.29	38.34	3.2	3.6
5224.455517N	00220.703322W	29.40	10:01:24.50	8.77	2.58	13.78	4.42	20.85	10.75	2.28	61.22	4.8	6.0
5224.455109N	00220.703829W	29.35	10:01:25.56	8.00	2.52	12.71	4.09	18.94	9.85	1.01	28.52	2.6	5.3
5224.454666N	00220.704419W	29.30	10:01:26.46	7.37	2.44	11.55	3.67	17.23	8.26	2.66	28.40	3.2	3.5
5224.454240N	00220.704859W	29.20	10:01:27.51	6.18	2.41	9.49	3.49	14.47	7.66	2.83	50.78	6.1	6.8
5224.453767N	00220.705277W	29.24	10:01:28.41	6.62	2.42	10.19	3.57	15.43	7.97	3.02	54.15	6.1	6.4
5224.453349N	00220.705651W	29.38	10:01:29.46	6.24	2.39	9.38	3.39	13.85	7.32	2.20	21.55	3.1	2.6
5224.452857N	00220.705881W	29.51	10:01:30.51	6.44	2.43	9.46	3.41	13.58	7.09	2.16	21.13	3.1	3.1
5224.452393N	00220.706094W	29.69	10:01:31.41	7.29	2.52	9.44	3.42	13.05	6.81	4.48	20.53	3.9	3.4
5224.452132N	00220.706332W	29.69	10:01:32.46	9.30	2.73	10.78	3.93	13.90	7.75	6.05	17.33	3.0	3.5
5224.452068N	00220.706352W	29.70	10:01:33.51	10.41	2.90	12.01	4.63	14.75	8.65	8.48	47.66	8.4	2.8
5224.452006N	00220.706381W	29.69	10:01:34.40	6.64	2.37	9.40	3.30	13.42	7.09	3.37	22.91	3.9	2.5
5224.452100N	00220.706668W	29.66	10:01:35.46	5.55	2.31	8.45	3.11	12.97	7.15	2.06	20.94	3.5	7.0
5224.452070N	00220.706680W	29.65	10:01:36.51	5.93	2.30	9.40	3.05	15.77	7.19	1.22	62.55	6.1	8.0
5224.452078N	00220.706485W	29.65	10:01:37.40	5.38	2.31	8.80	3.17	14.43	7.60	0.94	430.47	9.7	3.7
5224.452057N	00220.706592W	29.66	10:01:38.46	5.65	2.30	9.14	3.14	15.56	7.53	1.20	61.71	6.1	6.5
5224.452098N	00220.706595W	29.66	10:01:39.50	5.35	2.31	8.64	3.17	14.36	7.61	0.84	31.96	4.3	5.1
5224.452068N	00220.706574W	29.65	10:01:40.40	5.17	2.31	8.06	3.17	13.91	7.44	0.93	25.14	3.8	8.2
5224.452090N	00220.706550W	29.66	10:01:41.45	5.45	2.31	8.68	3.22	14.31	7.61	1.20	23.59	3.3	5.9
5224.452073N	00220.706555W	29.66	10:01:42.50	5.41	2.30	8.92	3.21	15.32	7.46	1.18	60.76	6.1	5.9
5224.452071N	00220.706560W	29.67	10:01:43.41	5.50	2.31	8.92	3.20	15.35	7.59	1.18	60.88	6.1	5.9
5224.451961N	00220.706087W	29.69	10:01:44.46	5.46	2.31	8.79	3.28	14.56	6.68	0.95	434.35	9.7	4.2
5224.451889N	00220.705707W	29.71	10:01:45.51	5.70	2.32	9.65	3.38	15.39	5.49	1.00	459.11	9.7	2.1
5224.451863N	00220.705398W	29.71	10:01:46.41	5.61	2.34	9.30	3.47	13.86	5.55	0.70	19.71	2.6	4.1
5224.451822N	00220.705164W	29.70	10:01:47.46	5.89	2.34	10.12	3.35	14.94	4.60	0.80	22.50	2.6	3.7
5224.451809N	00220.704938W	29.75	10:01:48.51	5.92	2.36	10.26	3.48	15.33	5.28	2.00	72.43	6.7	4.6
5224.451874N	00220.704948W	29.74	10:01:49.40	5.87	2.34	10.09	3.57	15.66	7.20	1.02	467.16	9.7	2.8
5224.452127N	00220.704565W	29.72	10:01:50.45	5.85	2.35	10.34	3.72	17.63	9.91	0.42	84.03	6.5	6.0
5224.452483N	00220.704403W	29.58	10:01:51.51	5.99	2.37	10.43	3.80	18.73	11.21	0.44	89.27	6.5	4.2
5224.453034N	00220.703899W	29.43	10:01:52.40	6.13	2.37	10.81	3.79	20.39	11.49	0.51	109.03	6.4	11.6
5224.453556N	00220.703561W	29.41	10:01:53.46	6.34	2.37	11.44	3.75	22.45	11.28	0.47	112.31	6.3	7.9
5224.454064N	00220.703232W	29.42	10:01:54.50	6.48	2.41	12.06	3.95	24.31	12.55	0.41	118.55	6.5	10.3
5224.454533N	00220.702751W	29.53	10:01:55.41	6.82	2.46	12.83	4.39	27.68	15.37	0.47	500.42	8.8	13.7
5224.455074N	00220.702331W	29.67	10:01:56.46	6.78	2.47	12.96	4.48	28.97	15.50	0.34	150.11	6.2	15.3
5224.455528N	00220.702029W	29.78	10:01:57.51	7.26	2.50	14.70	4.69	32.57	17.31	0.39	168.76	6.2	13.7
5224.455919N	00220.701610W	29.78	10:01:58.41	7.49	2.51	15.21	4.83	33.46	17.84	0.40	173.37	6.2	13.7
5224.456440N	00220.701249W	29.80	10:01:59.45	8.20	2.58	16.49	5.44	30.56	17.09	0.64	148.25	5.6	9.8
5224.456918N	00220.700957W	29.86	10:02:00.50	9.11	2.60	18.67	5.55	26.13	13.26	0.66	48.18	3.0	4.5
5224.457425N	00220.700615W	29.86	10:02:01.40	9.33	2.64	18.56	5.77	16.17	7.46	2.78	18.50	1.2	13.8
5224.457860N	00220.700138W	29.93	10:02:02.46	10.14	2.70	18.35	5.85	-5.96	-5.40	-1.00	-1.00	-1.0	-1.0
5224.458309N	00220.699754W	29.91	10:02:03.51	10.90	2.79	15.59	5.12	-21.87	-14.93	-1.00	-1.00	-1.0	-1.0
5224.458823N	00220.699297W	29.80	10:02:04.40	11.62	2.77	9.85	3.43	-31.09	-18.83	-1.00	-1.00	-1.0	-1.0
5224.459198N	00220.698759W	29.86	10:02:05.46	10.47	2.68	-1.35	0.66	-31.32	-18.54	-1.00	-1.00	-1.0	-1.0
5224.459660N	00220.698353W	29.69	10:02:06.51	8.38	2.51	-12.44	-1.95	-30.50	-17.49	-1.00	-1.00	-1.0	-1.0
5224.460069N	00220.698052W	29.71	10:02:07.41	4.09	2.16	-17.24	-2.88	-27.78	-15.81	-1.00	-1.00	-1.0	-1.0
5224.460438N	00220.697756W	29.77	10:02:08.46	1.22	1.94	-16.62	-3.07	-24.03	-14.26	-1.00	-1.00	-1.0	-1.0
5224.460849N	00220.697397W	29.81	10:02:09.50	-0.52	1.86	-12.45	-1.63	-17.14	-9.35	-1.00	-1.00	-1.0	-1.0
5224.461318N	00220.697041W	29.77	10:02:10.40	0.63	1.95	-4.10	0.41	-4.93	-2.50	-1.00	-1.00	-1.0	-1.0
5224.461768N	00220.696765W	29.83	10:02:11.46	4.72	2.29	6.03	2.70	8.51	4.85	3.22	54.77	10.9	2.5
5224.462168N	00220.696446W	29.76	10:02:12.51	10.88	2.78	15.40	5.47	20.84	13.47	5.34	47.97	4.4	4.5
5224.462624N	00220.696022W	29.85	10:02:13.40	13.65	2.96	21.15	6.60	28.50	17.31	7.30	65.60	4.4	5.1
5224.463082N	00220.695785W	29.87	10:02:14.46	15.05	3.08	23.55	7.33	32.43	19.76	4.83	66.31	3.4	2.2
5224.463533N	00220.695362W	29.83	10:02:15.51	15.31	3.16	23.25	7.64	32.51	20.72	4.84	66.47	3.4	2.1
5224.463997N	00220.694901W	29.89	10:02:16.40	14.73	2.98	23.52	6.79	33.07	18.56	4.92	67.62	3.4	0.4
5224.464549N	00220.694534W	29.91	10:02:17.46	13.64	2.94	21.35	6.61	30.00	17.85	4.46	61.34	3.4	1.4
5224.465008N	00220.694142W	29.90	10:02:18.51	11.97	2.83	18.93	5.97	27.00	16.04	4.08	47.63	3.2	1.4
5224.465493N	00220.693794W	29.89	10:02:19.40	10.91	2.79	17.63	5.80	25.86	15.30	1.41	42.69	2.8	4.6
5224.465980N	00220.693447W	29.89	10:02:20.46	9.99	2.69	15.79	5.26	23.23	13.70	3.51	40.98	3.2	2.9
5224.466404N	00220.693134W	29.85	10:02:21.51	9.53	2.64	15.32	4.99	22.60	12.83	1.23	37.31	2.8	4.6
5224.466885N	00220.692714W	29.83	10:02:22.40	8.49	2.60	13.73	4.76	20.90	12.49	2.28	61.37	4.8	4.7
5224.467262N	00220.692277W	29.85	10:02:23.46	7.70	2.54	12.32	4.46	19.61	11.32	2.56	92.66	6.7	2.6
5224.467768N	00220.691854W	29.82	10:02:24.50	7.86	2.53	12.68	4.37	19.55	11.11	2.55	92.37	6.7	2.9
5224.468178N	00220.691479W	29.89	10:02:25.41	7.17	2.48	11.49	4.14	17.73	10.28	2.31	83.77	6.7	2.6
5224.468586N	00220.691068W	29.87	10:02:26.46	7.30	2.46	11.47	3.93	17.50	9.59	2.28	82.69	6.7	3.8
5224.468999N	00220.690725W	29.92	10:02:27.51	7.33	2.48	11.82	4.09	17.68	10.02	2.31	83.54	6.7	4.3
5224.469050N	00220.690754W	29.94	10:02:28.41	6.91	2.46	10.88	3.95	16.58	9.56	2.16	78.34	6.7	3.7
5224.469199N	00220.690221W	29.91	10:02:29.46	6.68	2.45	10.87	3.95	17.00	9.65	2.22	80.32	6.7	2.0
5224.469541N	00220.689886W	29.93	10:02:30.36	6.77	2.41	10.62	3.72	16.27	8.66	2.12	76.87	6.7	3.6
5224.469917N	00220.689401W	30.00	10:02:31.41	6.85	2.43	10.76	3.78	16.16	8.96	3.16	56.72	6.1	6.8
5224.470284N	00220.688947W	29.96	10:02:32.46	6.84	2.43	10.85	3.74	16.50	8.51	2.15	77.96	6.7	3.7
5224.470630N	00220.688555W	30.04	10:02:33.35	7.29	2.54	11.41	4.09	17.29	8.97	2.26	81.69	6.7	4.3
5224.471007N	00220.688227W	30.03	10:02:34.40	8.05	2.82	12.04	4.79	17.15	9.66	2.64	28.26	3.2	1.9
5224.471399N	00220.687878W	30.07	10:02:35.46	11.57	3.74	14.68	6.54	19.36	11.14	8.38	25.25	3.0	5.2
5224.471733N	00220.687564W	30.10	10:02:36.35	22.32	7.27	19.41	11.10	20.69	13.14	87.43	17.21	0.3	7.9
5224.471859N	00220.687506W	30.11	10:02:37.41	41.18	11.52	26.87	16.01	24.10	18.08	192.74	18.73	0.4	2.6
5224.471869N	00220.687492W	30.10	10:02:38.46	96.60	24.54	44.91	30.18	31.40	33.20	654.35	19.91	0.4	3.7
5224.471890N	00220.687446W	30.10	10:02:39.35	180.60	44.62	73.37	52.77	43.75	53.73	841.85	25.00	0.5	6.6
5224.471920N	00220.687447W	30.09	10:02:40.41	219.99	53.38	89.21	64.20	49.19	61.92	1085.52	26.35	0.5	2.1
5224.471888N	00220.687357W	30.06	10:02:41.46	140.07	30.13	65.83	40.95	40.90	40.90	656.43	24.75	0.5	3.6
5224.472069N	00220.687243W	30.06	10:02:42.36	106.72	17.16	50.03	23.25	31.03	22.66	473.12	16.07	0.5	3.0
5224.472315N	00220.687420W	30.08	10:02:43.41	46.92	7.77	28.13	12.18	19.40	11.09	121.34	10.12	0.8	2.9
5224.472536N	00220.687338W	30.12	10:02:44.46	23.28	4.66	24.12	11.06	20.30	9.38	24.43	9.27	4.3	5.6
5224.472603N	00220.687499W	30.13	10:02:45.36	22.89	4.94	29.07	14.91	24.71	12.85	6.64	25.43	0.5	8.0
5224.472720N	00220.687441W	30.13	10:02:46.41	40.32	7.64	38.20	18.95	24.54	10.32	50.20	1.13	3.0	8.9
5224.472796N	00220.687248W	30.17	10:02:47.46	49.91	8.59	37.72	14.77	16.61	-3.10	85.37	1.28	1.6	12.3
5224.472783N	00220.687314W	30.20	10:02:48.36	46.16	7.88	35.96	14.34	17.54	1.73	72.89	4.89	1.5	11.7
5224.472702N	00220.687008W	30.20	10:02:49.41	38.20	6.54	33.80	13.25	23.62	10.73	46.83	1.19	3.0	4.2
5224.472654N	00220.686627W	30.16	10:02:50.46	37.08	6.37	30.26	10.47	22.69	4.53	46.80	10.10	2.0	3.2
5224.472759N	00220.686353W	30.19	10:02:51.36	47.49	8.04	33.59	11.13	24.71	6.53	72.45	8.10	1.7	3.7
5224.472767N	00220.685993W	30.18	10:02:52.41	49.64	8.90	33.23	11.18	23.41	3.06	92.04	10.23	1.2	2.1
5224.472746N	00220.685597W	30.19	10:02:53.46	50.11	9.48	33.05	10.94	19.90	-5.07	79.99	1.65	1.6	2.6
5224.472800N	00220.685525W	30.19	10:02:54.35	60.22	11.83	31.58	9.33	13.39	-21.10	171.97	1.23	0.8	6.7
5224.472767N	00220.685275W	30.14	10:02:55.41	55.48	11.03	33.59	11.97	14.38	-8.30	117.43	1.32	1.1	10.4
5224.472785N	00220.684883W	30.22	10:02:56.46	57.69	11.11	34.25	13.71	15.43	0.12	98.34	1.37	1.3	11.6
5224.472806N	00220.684680W	30.21	10:02:57.36	60.71	11.18	31.94	13.11	10.79	-2.78	256.13	0.90	0.6	12.5
5224.472763N	00220.684266W	30.20	10:02:58.41	58.62	10.06	33.20	13.49	9.38	-0.61	273.60	1.22	0.6	18.4
5224.472791N	00220.684346W	30.23	10:02:59.46	62.27	10.73	31.80	12.59	6.54	-4.99	-1.00	-1.00	-1.0	-1.0
5224.472673N	00220.684328W	30.22	10:03:00.35	35.40	6.28	30.77	12.72	15.48	7.55	53.87	3.95	1.8	12.4
5224.472425N	00220.684748W	30.16	10:03:01.40	13.00	3.24	21.43	8.64	21.38	12.14	5.03	23.53	1.2	8.0
5224.472047N	00220.685023W	30.04	10:03:02.46	8.16	2.67	14.42	5.86	18.47	10.64	0.77	22.23	1.8	4.5
5224.471570N	00220.685216W	30.01	10:03:03.36	6.95	2.44	11.55	4.34	16.90	9.86	0.90	25.45	2.6	3.2
5224.471181N	00220.685580W	29.93	10:03:04.40	6.38	2.36	10.12	3.71	15.11	8.85	1.97	71.39	6.7	5.4
5224.470693N	00220.685944W	29.85	10:03:05.46	5.81	2.32	9.10	3.41	13.86	8.11	1.16	22.85	3.3	5.7
5224.470174N	00220.686238W	29.80	10:03:06.36	5.73	2.30	8.61	3.25	13.25	7.52	2.11	21.40	3.5	6.7
5224.469662N	00220.686501W	29.78	10:03:07.41	5.89	2.30	8.83	3.22	13.65	7.34	2.17	22.04	3.5	6.8
5224.469193N	00220.686874W	29.79	10:03:08.46	5.74	2.28	8.60	3.16	13.31	7.28	2.12	21.49	3.5	6.6
